==============================================================================
==============================================================================
Thu. Mar. 8 2018                  LANDSAT 3                       Time: 23:18
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101803081133_00026                          Path / Row - 36 / 32
Reference Image: L31XXX1178183000101_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 75.0%
Rank   2 -- 25.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
0360323773   39.78923   -105.49076     0.22     -0.16     0.27     1 
0360323774   39.78939   -105.45152     0.32      0.13     0.34     1 
0360323775   39.78954   -105.41228     0.18      0.39     0.43     1 
0360323776   39.78967   -105.37304     0.64     -0.26     0.69     2 
0360323777   39.78979   -105.33380     0.12      0.04     0.13     1 
0360323778   39.78990   -105.29456     0.09     -0.11     0.14     1 
0360323779   39.78999   -105.25531     0.42     -0.09     0.43     1 
0360323829   39.75720   -106.23578    -0.44      0.17     0.47     1 
0360323830   39.75762   -106.19657    -0.46     -0.24     0.52     2 
0360323831   39.75801   -106.15735     0.23     -0.04     0.23     1 
0360323833   39.75877   -106.07891     0.09      0.10     0.13     1 
0360323834   39.75913   -106.03969    -0.18      0.09     0.20     1 
0360323836   39.75980   -105.96126    -0.14      0.29     0.32     1 
0360323837   39.76012   -105.92203    -0.16      0.40     0.43     1 
0360323839   39.76072   -105.84359    -0.03      0.12     0.12     1 
0360323840   39.76100   -105.80437    -0.09      0.03     0.10     1 
0360323841   39.76126   -105.76515    -0.67      0.19     0.70     2 
0360323842   39.76151   -105.72592    -0.05     -0.04     0.06     1 
0360323843   39.76175   -105.68670     0.61     -0.21     0.64     2 
0360323844   39.76198   -105.64748     0.52     -0.04     0.52     2 
0360323845   39.76219   -105.60825     0.38     -0.05     0.38     1 
0360323846   39.76239   -105.56903     0.11     -0.14     0.18     1 
0360323847   39.76257   -105.52980     0.09     -0.27     0.28     1 
0360323848   39.76275   -105.49058     0.24     -0.12     0.27     1 
0360323849   39.76291   -105.45135     0.41      0.20     0.46     1 
0360323852   39.76330   -105.33367     0.24     -0.10     0.26     1 
0360323853   39.76341   -105.29444     0.04     -0.05     0.06     1 
0360323854   39.76350   -105.25521     0.47     -0.08     0.47     1 
0360323904   39.73072   -106.23531     0.12     -0.18     0.21     1 
0360323905   39.73113   -106.19611    -0.55     -0.33     0.64     2 
0360323906   39.73153   -106.15690    -0.17     -0.31     0.35     1 
0360323908   39.73228   -106.07850    -0.00      0.25     0.25     1 
0360323909   39.73264   -106.03930    -0.14      0.11     0.18     1 
0360323911   39.73332   -105.96089    -0.41      0.45     0.61     2 
0360323912   39.73363   -105.92168     0.65      0.17     0.67     2 
0360323914   39.73423   -105.84327     0.06      0.05     0.08     1 
0360323915   39.73451   -105.80406    -0.20      0.25     0.32     1 
0360323917   39.73503   -105.72565    -0.05     -0.04     0.06     1 
0360323918   39.73526   -105.68644     0.48     -0.22     0.53     2 
0360323919   39.73549   -105.64723     0.40     -0.22     0.46     1 
0360323921   39.73590   -105.56881     0.23     -0.04     0.24     1 
0360323922   39.73609   -105.52960     0.40     -0.21     0.45     1 
0360323923   39.73626   -105.49039     0.29      0.07     0.30     1 
0360323924   39.73642   -105.45118     0.11      0.49     0.50     2 
0360323927   39.73681   -105.33354     0.01     -0.13     0.13     1 
0360323928   39.73692   -105.29433    -0.08      0.06     0.10     1 
0360323929   39.73701   -105.25512     0.36     -0.06     0.37     1 
0360323934   39.73728   -105.05905    -0.17     -0.17     0.24     1 
0360323980   39.70465   -106.19565    -0.66     -0.26     0.71     2 
0360323981   39.70504   -106.15646    -0.17     -0.25     0.30     1 
0360323983   39.70580   -106.07809    -0.06      0.31     0.32     1 
0360323984   39.70616   -106.03890    -0.62      0.24     0.66     2 
0360323985   39.70650   -105.99971    -0.42     -0.16     0.45     1 
0360323986   39.70683   -105.96052    -0.09      0.44     0.45     1 
0360323988   39.70745   -105.88214     0.43      0.31     0.53     2 
0360323989   39.70774   -105.84295     0.04      0.08     0.09     1 
0360323990   39.70802   -105.80375    -0.18      0.19     0.26     1 
0360323991   39.70829   -105.76456    -0.46      0.08     0.46     1 
0360323992   39.70854   -105.72537    -0.05      0.06     0.07     1 
0360323993   39.70878   -105.68618     0.38     -0.16     0.42     1 
0360323994   39.70900   -105.64698     0.11     -0.13     0.17     1 
0360324000   39.71007   -105.41181     0.68      0.13     0.70     2 
0360324001   39.71021   -105.37261     0.55     -0.20     0.58     2 
0360324002   39.71032   -105.33341     0.16     -0.18     0.24     1 
0360324003   39.71043   -105.29422     0.10     -0.02     0.10     1 
0360324004   39.71052   -105.25502     0.13      0.01     0.13     1 
0360324005   39.71060   -105.21582     0.15     -0.02     0.15     1 
0360324054   39.67775   -106.23436     0.78     -0.17     0.80     2 
0360324055   39.67816   -106.19519    -0.36      0.15     0.39     1 
0360324056   39.67856   -106.15602    -0.12     -0.04     0.13     1 
0360324057   39.67894   -106.11685     0.43     -0.29     0.52     2 
0360324058   39.67931   -106.07768    -0.04      0.07     0.08     1 
0360324059   39.67967   -106.03850    -0.35     -0.04     0.35     1 
0360324060   39.68001   -105.99933    -0.50     -0.02     0.50     2 
0360324061   39.68034   -105.96015    -0.04      0.38     0.39     1 
0360324062   39.68066   -105.92098     0.57      0.40     0.70     2 
0360324063   39.68097   -105.88180     0.42      0.21     0.47     1 
0360324064   39.68126   -105.84262    -0.13      0.10     0.17     1 
0360324066   39.68180   -105.76427    -0.42      0.24     0.48     1 
0360324067   39.68205   -105.72509     0.03     -0.27     0.27     1 
0360324068   39.68229   -105.68591     0.09     -0.05     0.11     1 
0360324069   39.68251   -105.64673     0.20      0.18     0.27     1 
0360324075   39.68358   -105.41165     0.44      0.05     0.44     1 
0360324076   39.68372   -105.37247     0.61     -0.50     0.79     2 
0360324077   39.68384   -105.33329     0.16     -0.17     0.23     1 
0360324078   39.68394   -105.29410     0.07     -0.04     0.08     1 
0360324079   39.68403   -105.25492     0.20     -0.17     0.26     1 
0360324080   39.68411   -105.21574     0.25      0.02     0.25     1 
0360324127   39.65041   -106.31220     0.35      0.23     0.42     1 
0360324128   39.65085   -106.27305    -0.22      0.13     0.25     1 
0360324129   39.65127   -106.23389     0.29     -0.08     0.30     1 
0360324130   39.65168   -106.19474     0.69     -0.06     0.69     2 
0360324131   39.65207   -106.15558     0.10      0.27     0.29     1 
0360324132   39.65246   -106.11642     0.45     -0.31     0.55     2 
0360324133   39.65283   -106.07726     0.07     -0.17     0.18     1 
0360324134   39.65318   -106.03811     0.02     -0.08     0.08     1 
0360324135   39.65353   -105.99895     0.03      0.19     0.19     1 
0360324136   39.65386   -105.95979    -0.49      0.53     0.73     2 
0360324137   39.65417   -105.92063     0.11      0.28     0.30     1 
0360324138   39.65448   -105.88147     0.11     -0.05     0.12     1 
0360324139   39.65477   -105.84230    -0.13     -0.03     0.14     1 
0360324140   39.65505   -105.80314    -0.27     -0.13     0.30     1 
0360324141   39.65531   -105.76398    -0.25     -0.10     0.27     1 
0360324142   39.65556   -105.72481     0.11     -0.46     0.47     1 
0360324144   39.65602   -105.64649     0.47      0.13     0.49     1 
0360324148   39.65679   -105.48982     0.67      0.15     0.69     2 
0360324150   39.65709   -105.41149     0.30     -0.06     0.30     1 
0360324151   39.65723   -105.37233     0.55     -0.41     0.69     2 
0360324152   39.65734   -105.33316     0.27     -0.05     0.27     1 
0360324153   39.65745   -105.29399     0.30     -0.07     0.31     1 
0360324156   39.65769   -105.17649    -0.02      0.51     0.51     2 
0360324164   39.65774   -104.86315     0.02     -0.04     0.04     1 
0360324202   39.62393   -106.31170     0.21      0.07     0.22     1 
0360324203   39.62436   -106.27256    -0.32      0.15     0.35     1 
0360324205   39.62519   -106.19428    -0.39      0.34     0.52     2 
0360324206   39.62559   -106.15514     0.23      0.30     0.37     1 
0360324207   39.62597   -106.11600     0.31      0.10     0.33     1 
0360324208   39.62634   -106.07685     0.03     -0.32     0.32     1 
0360324209   39.62670   -106.03771    -0.37     -0.09     0.38     1 
0360324210   39.62704   -105.99857     0.15      0.15     0.21     1 
0360324212   39.62769   -105.92028     0.52      0.39     0.65     2 
0360324213   39.62799   -105.88113     0.07      0.01     0.07     1 
0360324214   39.62828   -105.84198    -0.19     -0.02     0.19     1 
0360324217   39.62907   -105.72454     0.00      0.29     0.29     1 
0360324218   39.62931   -105.68539    -0.28      0.28     0.39     1 
0360324219   39.62953   -105.64624    -0.38      0.01     0.38     1 
0360324220   39.62975   -105.60709    -0.51     -0.03     0.51     2 
0360324221   39.62994   -105.56794    -0.39     -0.14     0.41     1 
0360324222   39.63013   -105.52879     0.29     -0.38     0.48     1 
0360324223   39.63030   -105.48964     0.77      0.03     0.77     2 
0360324225   39.63060   -105.41134     0.49     -0.02     0.49     1 
0360324226   39.63074   -105.37218     0.25     -0.16     0.30     1 
0360324227   39.63085   -105.33303     0.03     -0.02     0.03     1 
0360324228   39.63096   -105.29388     0.37     -0.23     0.43     1 
0360324231   39.63120   -105.17642    -0.12      0.18     0.22     1 
0360324234   39.63132   -105.05896     0.02      0.15     0.15     1 
0360324278   39.59788   -106.27208    -0.31      0.14     0.34     1 
0360324279   39.59830   -106.23295    -0.66      0.34     0.74     2 
0360324280   39.59871   -106.19383     0.42      0.51     0.66     2 
0360324281   39.59910   -106.15470     0.07      0.33     0.34     1 
0360324282   39.59949   -106.11557     0.14     -0.21     0.25     1 
0360324283   39.59985   -106.07644    -0.35      0.15     0.39     1 
0360324284   39.60021   -106.03732    -0.47     -0.04     0.47     1 
0360324285   39.60055   -105.99819    -0.02      0.49     0.49     1 
0360324286   39.60088   -105.95906     0.49      0.39     0.63     2 
0360324287   39.60120   -105.91992     0.64      0.29     0.70     2 
0360324288   39.60150   -105.88079    -0.05      0.14     0.15     1 
0360324290   39.60207   -105.80253    -0.60     -0.27     0.66     2 
0360324293   39.60282   -105.68513    -0.42      0.41     0.59     2 
0360324294   39.60305   -105.64599     0.09     -0.14     0.17     1 
0360324295   39.60326   -105.60686    -0.49      0.03     0.49     1 
0360324296   39.60345   -105.56772    -0.13     -0.29     0.32     1 
0360324297   39.60364   -105.52859     0.16     -0.19     0.25     1 
0360324298   39.60381   -105.48945     0.44      0.16     0.47     1 
0360324299   39.60397   -105.45032     0.67      0.01     0.67     2 
0360324300   39.60411   -105.41118     0.61     -0.34     0.70     2 
0360324301   39.60425   -105.37204     0.29     -0.13     0.32     1 
0360324302   39.60437   -105.33290     0.12     -0.10     0.16     1 
0360324303   39.60447   -105.29377     0.56     -0.15     0.58     2 
0360324307   39.60476   -105.13722     0.08     -0.10     0.13     1 
0360324309   39.60483   -105.05894     0.04      0.10     0.11     1 
0360324352   39.57096   -106.31070    -0.32      0.39     0.51     2 
0360324353   39.57139   -106.27159    -0.63      0.08     0.63     2 
0360324356   39.57262   -106.15426    -0.01      0.28     0.28     1 
0360324357   39.57300   -106.11515     0.39      0.15     0.42     1 
0360324358   39.57337   -106.07603    -0.22      0.23     0.32     1 
0360324359   39.57373   -106.03692     0.05      0.19     0.20     1 
0360324360   39.57407   -105.99780    -0.02      0.67     0.67     2 
0360324362   39.57471   -105.91957     0.00      0.37     0.37     1 
0360324363   39.57502   -105.88046    -0.30      0.19     0.35     1 
0360324364   39.57531   -105.84134    -0.72      0.00     0.72     2 
0360324365   39.57558   -105.80222    -0.62     -0.01     0.62     2 
0360324369   39.57656   -105.64575     0.16      0.09     0.18     1 
0360324370   39.57677   -105.60663    -0.61      0.15     0.63     2 
0360324371   39.57697   -105.56751    -0.40      0.08     0.41     1 
0360324372   39.57715   -105.52839    -0.16      0.27     0.31     1 
0360324373   39.57732   -105.48927     0.34      0.23     0.40     1 
0360324374   39.57748   -105.45014     0.09     -0.21     0.23     1 
0360324375   39.57762   -105.41102     0.15     -0.21     0.26     1 
0360324376   39.57776   -105.37190     0.08     -0.16     0.18     1 
0360324377   39.57787   -105.33278     0.15     -0.08     0.17     1 
0360324431   39.54613   -106.15382    -0.05      0.28     0.28     1 
0360324432   39.54651   -106.11472     0.47      0.15     0.49     1 
0360324434   39.54724   -106.03652     0.37      0.28     0.46     1 
0360324437   39.54823   -105.91922    -0.34      0.59     0.68     2 
0360324440   39.54909   -105.80192    -0.47      0.15     0.49     1 
0360324441   39.54936   -105.76282    -0.10     -0.03     0.11     1 
0360324442   39.54961   -105.72371    -0.04      0.07     0.08     1 
0360324443   39.54984   -105.68461    -0.03      0.46     0.46     1 
0360324444   39.55007   -105.64550    -0.05      0.09     0.10     1 
0360324445   39.55028   -105.60640    -0.40      0.25     0.47     1 
0360324446   39.55048   -105.56729    -0.26     -0.22     0.34     1 
0360324447   39.55066   -105.52818    -0.22      0.20     0.30     1 
0360324448   39.55083   -105.48908     0.10      0.10     0.14     1 
0360324450   39.55113   -105.41087     0.08     -0.18     0.20     1 
0360324451   39.55127   -105.37176    -0.05     -0.06     0.08     1 
0360324452   39.55138   -105.33265     0.18     -0.18     0.25     1 
0360324453   39.55149   -105.29354     0.11     -0.22     0.25     1 
0360324455   39.55166   -105.21533     0.09     -0.05     0.11     1 
0360324456   39.55173   -105.17622     0.42     -0.51     0.66     2 
0360324515   39.52260   -105.80161    -0.11      0.21     0.24     1 
0360324516   39.52287   -105.76252     0.14      0.05     0.15     1 
0360324517   39.52312   -105.72344     0.41      0.21     0.46     1 
0360324519   39.52358   -105.64526    -0.06      0.28     0.29     1 
0360324520   39.52379   -105.60617     0.14      0.01     0.14     1 
0360324523   39.52434   -105.48889     0.30      0.15     0.34     1 
0360324524   39.52450   -105.44980     0.36     -0.15     0.39     1 
0360324525   39.52464   -105.41071     0.16     -0.29     0.33     1 
0360324527   39.52489   -105.33253     0.27     -0.12     0.29     1 
0360324528   39.52500   -105.29343     0.43     -0.16     0.45     1 
0360324529   39.52509   -105.25434     0.22     -0.13     0.25     1 
0360324530   39.52517   -105.21525    -0.02     -0.00     0.02     1 
0360324531   39.52524   -105.17615    -0.08     -0.07     0.11     1 
0360324590   39.49612   -105.80131     0.18      0.08     0.20     1 
0360324591   39.49638   -105.76224     0.11      0.24     0.26     1 
0360324592   39.49663   -105.72316     0.37      0.25     0.45     1 
0360324593   39.49687   -105.68409     0.38      0.59     0.70     2 
0360324594   39.49709   -105.64501    -0.76     -0.06     0.76     2 
0360324595   39.49730   -105.60594    -0.48     -0.13     0.50     1 
0360324596   39.49750   -105.56686     0.39      0.21     0.44     1 
0360324597   39.49768   -105.52778     0.73     -0.10     0.73     2 
0360324599   39.49801   -105.44963     0.30     -0.10     0.32     1 
0360324600   39.49815   -105.41055     0.28     -0.12     0.31     1 
0360324601   39.49829   -105.37148     0.04      0.05     0.06     1 
0360324602   39.49840   -105.33240     0.10     -0.04     0.11     1 
0360324603   39.49851   -105.29332     0.28     -0.02     0.28     1 
0360324604   39.49860   -105.25424     0.30     -0.11     0.32     1 
0360324605   39.49868   -105.21516     0.04      0.03     0.05     1 
0360324606   39.49874   -105.17609     0.00     -0.07     0.07     1 
0360324630   39.49638   -104.23823     0.10     -0.08     0.13     1 
0360324631   39.49612   -104.19916    -0.13      0.02     0.13     1 
0360324669   39.47060   -105.64477     0.19      0.16     0.25     1 
0360324672   39.47119   -105.52758     0.67      0.20     0.70     2 
0360324674   39.47152   -105.44946     0.15     -0.01     0.15     1 
0360324675   39.47166   -105.41040     0.07      0.04     0.08     1 
0360324676   39.47179   -105.37134     0.21     -0.13     0.25     1 
0360324677   39.47191   -105.33227     0.26     -0.13     0.29     1 
0360324678   39.47202   -105.29321    -0.04      0.02     0.05     1 
0360324679   39.47211   -105.25415     0.11      0.08     0.14     1 
0360324680   39.47219   -105.21508     0.11      0.19     0.22     1 
0360324681   39.47225   -105.17602     0.10      0.01     0.10     1 
0360324682   39.47231   -105.13696     0.14     -0.09     0.17     1 
0360324705   39.46989   -104.23852     0.12     -0.15     0.19     1 
0360324706   39.46963   -104.19946    -0.00      0.03     0.03     1 
0360324745   39.44432   -105.60548     0.34      0.30     0.45     1 
0360324747   39.44470   -105.52738     0.63      0.52     0.81     2 
0360324749   39.44503   -105.44929     0.33     -0.03     0.33     1 
0360324750   39.44517   -105.41024    -0.03     -0.04     0.05     1 
0360324751   39.44530   -105.37120     0.18     -0.02     0.18     1 
0360324752   39.44542   -105.33215     0.25     -0.06     0.25     1 
0360324753   39.44553   -105.29310    -0.22     -0.02     0.22     1 
0360324754   39.44562   -105.25405    -0.09      0.19     0.21     1 
0360324755   39.44570   -105.21500     0.05      0.12     0.13     1 
0360324756   39.44576   -105.17595     0.16      0.03     0.16     1 
0360324757   39.44582   -105.13690     0.15      0.01     0.15     1 
0360324758   39.44586   -105.09785    -0.06      0.14     0.15     1 
0360324776   39.44432   -104.39499     0.01     -0.37     0.37     1 
0360324780   39.44340   -104.23881     0.12     -0.12     0.17     1 
0360324781   39.44314   -104.19976     0.26     -0.00     0.26     1 
0360324820   39.41783   -105.60525     0.40      0.44     0.60     2 
0360324821   39.41803   -105.56622     0.50      0.46     0.68     2 
0360324822   39.41821   -105.52718     0.49      0.55     0.74     2 
0360324823   39.41838   -105.48815     0.48      0.05     0.48     1 
0360324824   39.41854   -105.44912     0.32      0.01     0.32     1 
0360324825   39.41868   -105.41009     0.07      0.25     0.26     1 
0360324826   39.41881   -105.37105     0.02      0.10     0.10     1 
0360324829   39.41913   -105.25395    -0.27      0.59     0.65     2 
0360324830   39.41921   -105.21492    -0.01      0.29     0.29     1 
0360324831   39.41927   -105.17589     0.14      0.06     0.16     1 
0360324832   39.41932   -105.13685     0.18      0.22     0.28     1 
0360324833   39.41936   -105.09782     0.28      0.11     0.31     1 
0360324844   39.41893   -104.66844    -0.05     -0.41     0.41     1 
0360324847   39.41854   -104.55134     0.11     -0.25     0.27     1 
0360324855   39.41692   -104.23910     0.05     -0.08     0.09     1 
0360324899   39.39205   -105.44895     0.39      0.11     0.41     1 
0360324900   39.39219   -105.40993     0.14      0.29     0.33     1 
0360324901   39.39232   -105.37091    -0.02      0.33     0.33     1 
0360324906   39.39278   -105.17582     0.16      0.03     0.16     1 
0360324907   39.39283   -105.13680     0.12      0.33     0.35     1 
0360324908   39.39287   -105.09778     0.07      0.21     0.22     1 
0360324909   39.39290   -105.05876     0.31     -0.15     0.35     1 
0360324917   39.39264   -104.74661     0.04     -0.14     0.14     1 
0360324919   39.39244   -104.66857    -0.03     -0.21     0.22     1 
0360324921   39.39219   -104.59053     0.05     -0.33     0.33     1 
0360324922   39.39205   -104.55151     0.00     -0.37     0.37     1 
0360324930   39.39043   -104.23938    -0.02     -0.14     0.14     1 
0360324981   39.36629   -105.17575     0.20      0.22     0.30     1 
0360324983   39.36638   -105.09774     0.34      0.37     0.51     2 
0360324984   39.36641   -105.05874     0.32      0.15     0.35     1 
0360324993   39.36605   -104.70770     0.44     -0.26     0.52     2 
0360324994   39.36595   -104.66869     0.28     -0.03     0.28     1 
0360324996   39.36570   -104.59069    -0.14     -0.33     0.36     1 
0360325000   39.36505   -104.43468    -0.35      0.08     0.36     1 
0360325003   39.36442   -104.31767     0.22     -0.10     0.24     1 
0360325005   39.36394   -104.23967    -0.14     -0.06     0.15     1 
0360325059   39.33991   -105.05872     0.13      0.23     0.26     1 
0360325069   39.33946   -104.66882     0.12     -0.06     0.14     1 
0360325071   39.33921   -104.59084     0.14     -0.29     0.32     1 
0360325072   39.33907   -104.55185     0.08     -0.01     0.08     1 
0360325075   39.33856   -104.43489    -0.28     -0.08     0.29     1 
0360325078   39.33793   -104.31793     0.15     -0.17     0.22     1 
0360325147   39.31258   -104.55202     0.14     -0.21     0.25     1 
0360325150   39.31207   -104.43510    -0.24     -0.20     0.31     1 
0360325222   39.28608   -104.55219    -0.16      0.10     0.19     1 
0360325225   39.28558   -104.43532     0.11     -0.14     0.18     1 
0360325299   39.25927   -104.47447    -0.09     -0.02     0.09     1 
0360325300   39.25908   -104.43553     0.11     -0.03     0.11     1 
0360325304   39.25823   -104.27976    -0.05      0.05     0.08     1 
0360325375   39.23259   -104.43574     0.17      0.19     0.26     1 
0360325376   39.23240   -104.39681     0.09      0.01     0.09     1 
0360325378   39.23197   -104.31896     0.02      0.16     0.16     1 
0360325379   39.23174   -104.28003     0.06      0.10     0.12     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 372

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.204
  Median: 0.218
  Standard Deviation: 0.322

Sample residual statistics:
  Mean: -0.003
  Median: -0.023
  Standard Deviation: 0.253

Quadrant RMSE: 0.457

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 65

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.114
  Median: -0.139
  Standard Deviation: 0.275

Sample residual statistics:
  Mean: -0.037
  Median: -0.014
  Standard Deviation: 0.201

Quadrant RMSE: 0.361

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 564

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.094
  Median: 0.106
  Standard Deviation: 0.324

Sample residual statistics:
  Mean: -0.012
  Median: -0.037
  Standard Deviation: 0.236

Quadrant RMSE: 0.412

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 78

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.064
  Median: 0.075
  Standard Deviation: 0.153

Sample residual statistics:
  Mean: -0.003
  Median: -0.015
  Standard Deviation: 0.216

Quadrant RMSE: 0.272

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 1079

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: 0.117
  Median: 0.113
  Standard Deviation: 0.321

Sample residual statistics:
  Mean: -0.010
  Median: -0.029
  Standard Deviation: 0.239

Scene RMSE: 0.417

